GEO.display-label; Total; Total_Male; Total_Female;Total_age0to17;Male_age0to17;Female_age0to17;Total_age18to64;Male_age18to64;Female_age18to64;Total_age65plus;Male_age65plus;Female_age65plus;Total_age85plusr;Male_age85plusr;Female_age85plusr
"Atascosa County, Texas";50310;25084;25226;13725;7057;6668;29200;14630;14570;7385;3397;3988;829;293;536
"Austin County, Texas";29989;14954;15035;7129;3631;3498;17161;8613;8548;5699;2710;2989;619;226;393
"Bailey County, Texas";7027;3499;3528;2206;1084;1122;3796;1932;1864;1025;483;542;132;58;74
"Bandera County, Texas";22824;11327;11497;3812;1954;1858;12855;6292;6563;6157;3081;3076;543;246;297
"Bastrop County, Texas";86976;44296;42680;22117;11201;10916;51648;26873;24775;13211;6222;6989;1178;446;732
"Baylor County, Texas";3582;1744;1838;824;426;398;1905;953;952;853;365;488;140;45;95
"Bee County, Texas";32587;19819;12768;6863;3487;3376;21712;14493;7219;4012;1839;2173;443;154;289
"Bell County, Texas";355642;176710;178932;98517;49861;48656;218540;109643;108897;38585;17206;21379;4336;1628;2708
"Bexar County, Texas";1986049;980516;1005533;507669;258403;249266;1237759;617893;619866;240621;104220;136401;28537;10202;18335
"Blanco County, Texas";11702;5872;5830;2135;1103;1032;6726;3411;3315;2841;1358;1483;234;106;128
"Borden County, Texas";648;337;311;131;69;62;357;187;170;160;81;79;27;8;19
"Bosque County, Texas";18691;9248;9443;4033;2096;1937;10051;4950;5101;4607;2202;2405;571;251;320
"Bowie County, Texas";94324;47473;46851;22392;11449;10943;56327;29256;27071;15605;6768;8837;2037;657;1380
"Brazoria County, Texas";370200;187001;183199;97945;50205;47740;228577;116726;111851;43678;20070;23608;4309;1535;2774
"Brazos County, Texas";226758;114626;112132;46685;23678;23007;159311;81559;77752;20762;9389;11373;2438;952;1486
"Brewster County, Texas";9267;4684;4583;1744;893;851;5379;2722;2657;2144;1069;1075;230;68;162
"Briscoe County, Texas";1516;749;767;284;144;140;835;404;431;397;201;196;47;19;28
"Brooks County, Texas";7114;3595;3519;2013;1042;971;3798;2000;1798;1303;553;750;146;45;101
"Brown County, Texas";37924;18764;19160;8400;4280;4120;21968;10995;10973;7556;3489;4067;936;360;576
"Burleson County, Texas";18389;9045;9344;4079;2067;2012;10555;5157;5398;3755;1821;1934;525;214;311
"Burnet County, Texas";47542;23296;24246;10171;5212;4959;26746;13070;13676;10625;5014;5611;1101;458;643
"Caldwell County, Texas";43247;21822;21425;10303;5283;5020;26734;13707;13027;6210;2832;3378;723;256;467
"Calhoun County, Texas";21561;11078;10483;5217;2677;2540;12474;6492;5982;3870;1909;1961;443;180;263
"Callahan County, Texas";13994;6930;7064;3149;1634;1515;7976;3918;4058;2869;1378;1491;351;136;215
"Cameron County, Texas";423908;206353;217555;128553;65382;63171;237940;115600;122340;57415;25371;32044;7315;2831;4484
"Camp County, Texas";13033;6329;6704;3463;1704;1759;7156;3447;3709;2414;1178;1236;237;100;137
"Carson County, Texas";6005;3010;2995;1448;739;709;3384;1709;1675;1173;562;611;125;46;79
"Cass County, Texas";30119;14581;15538;6802;3515;3287;16657;8018;8639;6660;3048;3612;794;290;504
"Castro County, Texas";7665;3945;3720;2189;1172;1017;4264;2192;2072;1212;581;631;166;64;102
"Chambers County, Texas";42454;21505;20949;11883;6160;5723;25561;12992;12569;5010;2353;2657;429;156;273
"Cherokee County, Texas";52592;26822;25770;13370;6884;6486;29991;15719;14272;9231;4219;5012;1051;369;682
"Childress County, Texas";7291;4434;2857;1443;766;677;4725;3175;1550;1123;493;630;142;53;89
"Clay County, Texas";10456;5209;5247;2099;1046;1053;5982;3005;2977;2375;1158;1217;278;116;162
"Cochran County, Texas";2836;1423;1413;786;395;391;1587;810;777;463;218;245;52;22;30
"Coke County, Texas";3370;1666;1704;709;352;357;1742;873;869;919;441;478;98;38;60
"Coleman County, Texas";8397;4240;4157;1764;885;879;4537;2333;2204;2096;1022;1074;233;104;129
"Collin County, Texas";1005146;494802;510344;260476;132896;127580;634015;313377;320638;110655;48529;62126;10048;3663;6385
"Collingsworth County, Texas";2962;1449;1513;779;382;397;1624;819;805;559;248;311;74;27;47
"Colorado County, Texas";21217;10665;10552;4840;2476;2364;11679;6002;5677;4698;2187;2511;647;221;426
"Comal County, Texas";148373;73333;75040;33674;17238;16436;87870;43488;44382;26829;12607;14222;2640;948;1692
"Comanche County, Texas";13534;6738;6796;3002;1534;1468;7243;3649;3594;3289;1555;1734;367;147;220
"Concho County, Texas";4276;3020;1256;509;271;238;3011;2357;654;756;392;364;80;40;40
"Cooke County, Texas";40574;20262;20312;9686;5075;4611;23368;11657;11711;7520;3530;3990;819;339;480
"Coryell County, Texas";74808;37143;37665;17053;8618;8435;50086;25223;24863;7669;3302;4367;686;274;412
"Cottle County, Texas";1389;674;715;321;174;147;730;354;376;338;146;192;42;10;32
"Crane County, Texas";4794;2415;2379;1409;715;694;2813;1443;1370;572;257;315;80;29;51
"Crockett County, Texas";3499;1747;1752;857;421;436;2022;1036;986;620;290;330;63;28;35
"Crosby County, Texas";5779;2857;2922;1536;774;762;3162;1589;1573;1081;494;587;138;48;90
"Culberson County, Texas";2204;1089;1115;500;254;246;1231;622;609;473;213;260;69;35;34
"Dallam County, Texas";7200;3754;3446;2273;1203;1070;4103;2145;1958;824;406;418;90;33;57
"Dallas County, Texas";2637772;1301788;1335984;689692;351915;337777;1664926;827857;837069;283154;122016;161138;31835;10687;21148
"Dawson County, Texas";12619;6922;5697;3230;1673;1557;7505;4418;3087;1884;831;1053;237;99;138
"Deaf Smith County, Texas";18760;9369;9391;5824;2951;2873;10559;5333;5226;2377;1085;1292;345;135;210
"Delta County, Texas";5349;2661;2688;1240;604;636;2995;1511;1484;1114;546;568;95;33;62
"Denton County, Texas";859064;422725;436339;211996;108119;103877;559654;275620;284034;87414;38986;48428;7417;2615;4802
"DeWitt County, Texas";20187;10602;9585;4528;2364;2164;11636;6512;5124;4023;1726;2297;572;178;394
"Dickens County, Texas";2249;1245;1004;424;209;215;1312;812;500;513;224;289;56;28;28
"Dimmit County, Texas";10308;5071;5237;2996;1545;1451;5583;2761;2822;1729;765;964;263;110;153
"Donley County, Texas";3319;1630;1689;654;329;325;1869;941;928;796;360;436;83;33;50
"Duval County, Texas";11212;5780;5432;2787;1402;1385;6414;3454;2960;2011;924;1087;261;101;160
"Eastland County, Texas";18322;9149;9173;3942;2016;1926;10377;5291;5086;4003;1842;2161;505;186;319
"Ector County, Texas";162124;82485;79639;48856;24944;23912;97508;50545;46963;15760;6996;8764;1774;608;1166
"Edwards County, Texas";1928;1019;909;436;247;189;931;473;458;561;299;262;56;25;31
"Ellis County, Texas";179436;88513;90923;47950;24620;23330;108505;53655;54850;22981;10238;12743;2205;756;1449
"El Paso County, Texas";840758;414214;426544;228000;115479;112521;509666;254772;254894;103092;43963;59129;13716;4835;8881
"Erath County, Texas";42446;20784;21662;8707;4431;4276;27724;13610;14114;6015;2743;3272;759;264;495
"Falls County, Texas";17335;8230;9105;3613;1851;1762;10575;4887;5688;3147;1492;1655;389;169;220
"Fannin County, Texas";35286;18731;16555;7579;3937;3642;21175;11686;9489;6532;3108;3424;711;295;416
"Fayette County, Texas";25349;12456;12893;5111;2557;2554;13807;6874;6933;6431;3025;3406;894;312;582
"Fisher County, Texas";3839;1903;1936;812;405;407;2084;1069;1015;943;429;514;137;54;83
"Floyd County, Texas";5837;2942;2895;1572;821;751;3173;1616;1557;1092;505;587;162;76;86
"Foard County, Texas";1200;583;617;247;122;125;637;318;319;316;143;173;47;17;30
"Fort Bend County, Texas";787858;386599;401259;216504;110365;106139;484226;236272;247954;87128;39962;47166;7609;2754;4855
"Franklin County, Texas";10766;5350;5416;2526;1286;1240;5888;2961;2927;2352;1103;1249;274;106;168
"Freestone County, Texas";19808;10281;9527;4523;2287;2236;11347;6194;5153;3938;1800;2138;488;166;322
"Frio County, Texas";19816;11753;8063;4574;2309;2265;12807;8347;4460;2435;1097;1338;270;88;182
"Gaines County, Texas";20901;10598;10303;7502;3750;3752;11546;5977;5569;1853;871;982;216;88;128
"Galveston County, Texas";337890;166132;171758;81893;41694;40199;207392;102365;105027;48605;22073;26532;5077;1823;3254
"Garza County, Texas";6578;4355;2223;1115;580;535;4734;3446;1288;729;329;400;87;32;55
"Gillespie County, Texas";26804;13054;13750;5349;2759;2590;13488;6546;6942;7967;3749;4218;1139;444;695
"Glasscock County, Texas";1388;765;623;363;202;161;814;448;366;211;115;96;19;10;9
"Goliad County, Texas";7584;3756;3828;1621;825;796;4225;2099;2126;1738;832;906;215;80;135
"Gonzales County, Texas";20826;10517;10309;5621;2922;2699;11722;5958;5764;3483;1637;1846;410;157;253
"Gray County, Texas";21895;11615;10280;5630;2891;2739;12714;7113;5601;3551;1611;1940;497;200;297
"Grayson County, Texas";133991;65368;68623;31842;16297;15545;78532;38437;40095;23617;10634;12983;2703;954;1749
"Gregg County, Texas";123707;60112;63595;31951;16380;15571;72740;35657;37083;19016;8075;10941;2581;886;1695
"Grimes County, Texas";28360;15432;12928;6371;3269;3102;17060;9737;7323;4929;2426;2503;512;182;330
"Guadalupe County, Texas";163694;81018;82676;41018;20916;20102;100065;49817;50248;22611;10285;12326;2396;916;1480
"Hale County, Texas";33830;17658;16172;9160;4608;4552;20125;10948;9177;4545;2102;2443;598;251;347
"Hall County, Texas";3028;1499;1529;694;354;340;1633;815;818;701;330;371;96;46;50
"Hamilton County, Texas";8484;4218;4266;1873;974;899;4499;2286;2213;2112;958;1154;327;104;223
"Hansford County, Texas";5463;2785;2678;1594;861;733;3062;1572;1490;807;352;455;115;32;83
"Hardeman County, Texas";3922;1984;1938;837;449;388;2203;1128;1075;882;407;475;117;45;72
"Hardin County, Texas";57207;28188;29019;14055;7240;6815;33624;16700;16924;9528;4248;5280;1069;397;672
"Harris County, Texas";4698619;2333866;2364753;1251684;637292;614392;2952671;1477810;1474861;494264;218764;275500;51331;18194;33137
"Harrison County, Texas";66726;32660;34066;16865;8586;8279;38584;18997;19587;11277;5077;6200;1245;439;806
"Hartley County, Texas";5619;3365;2254;1184;613;571;3581;2358;1223;854;394;460;125;49;76
"Haskell County, Texas";5813;3108;2705;1083;547;536;3453;1961;1492;1277;600;677;180;63;117
"Hays County, Texas";222631;110756;111875;51181;26109;25072;146986;73417;73569;24464;11230;13234;2094;733;1361
"Hemphill County, Texas";3825;1920;1905;1176;601;575;2096;1063;1033;553;256;297;67;35;32
"Henderson County, Texas";82299;40249;42050;17724;9187;8537;46493;22698;23795;18082;8364;9718;1887;735;1152
"Hidalgo County, Texas";865939;424482;441457;281965;143388;138577;487949;238499;249450;96025;42595;53430;12153;4962;7191
"Hill County, Texas";36354;18114;18240;8495;4370;4125;20317;10154;10163;7542;3590;3952;904;323;581
"Hockley County, Texas";22980;11458;11522;5915;3016;2899;13693;6902;6791;3372;1540;1832;383;160;223
"Hood County, Texas";60537;29601;30936;12905;6622;6283;32762;16067;16695;14870;6912;7958;1661;627;1034
"Hopkins County, Texas";36810;18124;18686;9068;4632;4436;21022;10457;10565;6720;3035;3685;759;260;499
"Houston County, Texas";23169;12385;10784;4600;2344;2256;13470;7665;5805;5099;2376;2723;649;258;391
"Howard County, Texas";36459;20966;15493;7817;4074;3743;23949;14699;9250;4693;2193;2500;612;252;360
"Hudspeth County, Texas";4795;2541;2254;1016;494;522;3042;1663;1379;737;384;353;87;39;48
"Hunt County, Texas";96493;47593;48900;23183;11821;11362;58028;28786;29242;15282;6986;8296;1608;613;995
"Hutchinson County, Texas";21198;10663;10535;5443;2739;2704;12248;6250;5998;3507;1674;1833;451;192;259
"Irion County, Texas";1522;781;741;335;170;165;860;450;410;327;161;166;41;16;25
"Jack County, Texas";8843;4988;3855;1924;991;933;5405;3270;2135;1514;727;787;142;61;81
"Jackson County, Texas";14874;7400;7474;3784;1867;1917;8405;4282;4123;2685;1251;1434;377;137;240
"Jasper County, Texas";35872;17762;18110;8611;4388;4223;20240;10145;10095;7021;3229;3792;701;275;426
"Jeff Davis County, Texas";2252;1154;1098;174;99;75;1293;654;639;785;401;384;89;28;61
"Jefferson County, Texas";255001;130778;124223;61181;31306;29875;157011;83249;73762;36809;16223;20586;4997;1794;3203
"Jim Hogg County, Texas";5248;2694;2554;1613;870;743;2712;1425;1287;923;399;524;79;28;51
"Jim Wells County, Texas";40822;20244;20578;11348;5876;5472;23208;11500;11708;6266;2868;3398;757;268;489
"Johnson County, Texas";171361;85449;85912;44541;22935;21606;102601;51622;50979;24219;10892;13327;2166;800;1366
"Jones County, Texas";19817;12433;7384;3412;1735;1677;13314;9217;4097;3091;1481;1610;375;160;215
"Karnes County, Texas";15650;9209;6441;3347;1722;1625;10098;6507;3591;2205;980;1225;321;118;203
"Kaufman County, Texas";128622;63360;65262;35656;18109;17547;77599;38288;39311;15367;6963;8404;1429;481;948
"Kendall County, Texas";45641;22350;23291;10504;5290;5214;26434;13070;13364;8703;3990;4713;1075;355;720
"Kenedy County, Texas";442;228;214;120;73;47;253;121;132;69;34;35;13;3;10
"Kent County, Texas";726;361;365;153;85;68;376;206;170;197;70;127;30;7;23
"Kerr County, Texas";52405;25219;27186;10062;5098;4964;27827;13415;14412;14516;6706;7810;1907;804;1103
"Kimble County, Texas";4362;2134;2228;766;398;368;2316;1138;1178;1280;598;682;138;49;89
"King County, Texas";277;140;137;70;32;38;158;84;74;49;24;25;5;4;1
"Kinney County, Texas";3767;2074;1693;710;386;324;2153;1251;902;904;437;467;115;66;49
"Kleberg County, Texas";31129;15939;15190;7540;3869;3671;19560;10256;9304;4029;1814;2215;504;195;309
"Knox County, Texas";3653;1809;1844;965;486;479;1962;1018;944;726;305;421;96;30;66
"Lamar County, Texas";49728;23970;25758;11833;6071;5762;28348;13726;14622;9547;4173;5374;1157;379;778
"Lamb County, Texas";13158;6523;6635;3658;1852;1806;7284;3677;3607;2216;994;1222;319;112;207
"Lampasas County, Texas";21229;10461;10768;4692;2343;2349;12372;6225;6147;4165;1893;2272;471;192;279
"La Salle County, Texas";7531;4457;3074;1478;791;687;5020;3188;1832;1033;478;555;113;49;64
"Lavaca County, Texas";20110;9822;10288;4751;2371;2380;10676;5337;5339;4683;2114;2569;728;246;482
"Lee County, Texas";17144;8609;8535;3750;1922;1828;10224;5183;5041;3170;1504;1666;350;131;219
"Leon County, Texas";17270;8587;8683;3886;2025;1861;9158;4565;4593;4226;1997;2229;447;176;271
"Liberty County, Texas";86323;42794;43529;22868;11689;11179;52403;25970;26433;11052;5135;5917;1001;360;641
"Limestone County, Texas";23519;12143;11376;5267;2737;2530;13671;7296;6375;4581;2110;2471;565;225;340
"Lipscomb County, Texas";3355;1734;1621;867;445;422;1880;1003;877;608;286;322;94;32;62
"Live Oak County, Texas";12166;6667;5499;2420;1260;1160;7241;4183;3058;2505;1224;1281;301;112;189
"Llano County, Texas";21646;10482;11164;3358;1742;1616;10470;5032;5438;7818;3708;4110;950;392;558
"Loving County, Texas";152;85;67;52;27;25;85;49;36;15;9;6;0;0;0
"Lubbock County, Texas";307412;151464;155948;73288;37187;36101;195924;97601;98323;38200;16676;21524;4718;1665;3053
"Lynn County, Texas";5877;2997;2880;1574;804;770;3313;1726;1587;990;467;523;110;45;65
"McCulloch County, Texas";7987;4012;3975;1771;952;819;4438;2225;2213;1778;835;943;228;95;133
"McLennan County, Texas";254607;124464;130143;62861;32338;30523;155131;76137;78994;36615;15989;20626;4965;1709;3256
"McMullen County, Texas";749;411;338;140;70;70;429;244;185;180;97;83;29;15;14
"Madison County, Texas";14422;8283;6139;3052;1520;1532;9119;5719;3400;2251;1044;1207;275;102;173
"Marion County, Texas";9928;4842;5086;1796;910;886;5514;2665;2849;2618;1267;1351;255;108;147
"Martin County, Texas";5753;2911;2842;1789;906;883;3316;1699;1617;648;306;342;76;34;42
"Mason County, Texas";4280;2143;2137;895;482;413;2165;1090;1075;1220;571;649;127;56;71
"Matagorda County, Texas";36552;18415;18137;9324;4759;4565;21007;10701;10306;6221;2955;3266;704;231;473
"Maverick County, Texas";58485;29178;29307;18246;9182;9064;33323;16925;16398;6916;3071;3845;751;313;438
"Medina County, Texas";50921;26276;24645;11752;5977;5775;30680;16288;14392;8489;4011;4478;970;357;613
"Menard County, Texas";2139;1062;1077;378;197;181;1082;518;564;679;347;332;108;52;56
"Midland County, Texas";172578;87103;85475;49266;25131;24135;105513;54169;51344;17799;7803;9996;2639;956;1683
"Milam County, Texas";25131;12385;12746;6186;3215;2971;13847;6818;7029;5098;2352;2746;676;235;441
"Mills County, Texas";4921;2456;2465;1008;549;459;2507;1225;1282;1406;682;724;205;83;122
"Mitchell County, Texas";8145;4751;3394;1751;898;853;5154;3288;1866;1240;565;675;139;44;95
"Montague County, Texas";19596;9618;9978;4454;2230;2224;10827;5372;5455;4315;2016;2299;489;200;289
"Montgomery County, Texas";590925;292758;298167;155734;79404;76330;357928;178275;179653;77263;35079;42184;7179;2546;4633
"Moore County, Texas";21485;11160;10325;6873;3507;3366;12269;6546;5723;2343;1107;1236;290;130;160
"Morris County, Texas";12339;5934;6405;2814;1450;1364;6822;3246;3576;2703;1238;1465;313;106;207
"Motley County, Texas";1234;634;600;245;131;114;615;322;293;374;181;193;46;24;22
"Nacogdoches County, Texas";65711;31479;34232;15243;7746;7497;40783;19352;21431;9685;4381;5304;1168;424;744
"Navarro County, Texas";49565;24313;25252;13139;6675;6464;27997;13798;14199;8429;3840;4589;954;329;625
"Newton County, Texas";13746;7066;6680;2782;1405;1377;8143;4338;3805;2821;1323;1498;292;113;179
"Nolan County, Texas";14751;7370;7381;3855;1984;1871;8202;4161;4041;2694;1225;1469;345;112;233
"Nueces County, Texas";362265;179134;183131;88977;45761;43216;221073;110170;110903;52215;23203;29012;6447;2216;4231
"Ochiltree County, Texas";9947;5030;4917;3151;1582;1569;5688;2932;2756;1108;516;592;113;47;66
"Oldham County, Texas";2131;1109;1022;526;312;214;1286;644;642;319;153;166;32;14;18
"Orange County, Texas";83572;41439;42133;20764;10740;10024;49342;24635;24707;13466;6064;7402;1530;552;978
"Palo Pinto County, Texas";28875;14235;14640;6711;3497;3214;16525;8080;8445;5639;2658;2981;578;218;360
"Panola County, Texas";23148;11456;11692;5401;2787;2614;13309;6612;6697;4438;2057;2381;442;175;267
"Parker County, Texas";138371;68872;69499;34364;17685;16679;82705;41098;41607;21302;10089;11213;2047;807;1240
"Parmer County, Texas";9864;5123;4741;2820;1473;1347;5689;3022;2667;1355;628;727;161;52;109
"Pecos County, Texas";15673;8912;6761;3821;1935;1886;9751;5933;3818;2101;1044;1057;228;106;122
"Polk County, Texas";50031;26937;23094;10088;5239;4849;30521;16884;13637;9422;4814;4608;590;235;355
"Potter County, Texas";119648;61609;58039;32848;16731;16117;71878;38245;33633;14922;6633;8289;1987;696;1291
"Presidio County, Texas";6948;3557;3391;1840;987;853;3501;1763;1738;1607;807;800;278;125;153
"Rains County, Texas";12159;6044;6115;2428;1274;1154;6748;3317;3431;2983;1453;1530;242;118;124
"Randall County, Texas";136271;67024;69247;32501;16572;15929;83234;41343;41891;20536;9109;11427;2195;817;1378
"Reagan County, Texas";3741;2001;1740;1091;579;512;2230;1211;1019;420;211;209;46;14;32
"Real County, Texas";3478;1733;1745;585;327;258;1868;909;959;1025;497;528;85;32;53
"Red River County, Texas";12175;5912;6263;2429;1246;1183;6750;3301;3449;2996;1365;1631;392;138;254
"Reeves County, Texas";15695;9632;6063;3529;1851;1678;10287;6916;3371;1879;865;1014;254;93;161
"Refugio County, Texas";7032;3450;3582;1595;779;816;3847;1935;1912;1590;736;854;182;66;116
"Roberts County, Texas";903;448;455;220;101;119;494;252;242;189;95;94;15;4;11
"Robertson County, Texas";17284;8478;8806;4150;2143;2007;9798;4787;5011;3336;1548;1788;432;167;265
"Rockwall County, Texas";100657;49740;50917;27150;13894;13256;60913;30218;30695;12594;5628;6966;1329;441;888
"Runnels County, Texas";10234;5203;5031;2329;1219;1110;5779;2973;2806;2126;1011;1115;286;109;177
"Rusk County, Texas";54450;29363;25087;12111;6201;5910;33312;18971;14341;9027;4191;4836;1081;422;659
"Sabine County, Texas";10589;5213;5376;1983;979;1004;5372;2655;2717;3234;1579;1655;357;134;223
"San Augustine County, Texas";8232;4052;4180;1628;840;788;4427;2189;2238;2177;1023;1154;315;116;199
"San Jacinto County, Texas";28719;14249;14470;6194;3144;3050;16245;8044;8201;6280;3061;3219;582;272;310
"San Patricio County, Texas";66893;33652;33241;17900;9240;8660;38972;19791;19181;10021;4621;5400;1025;396;629
"San Saba County, Texas";6054;3308;2746;1218;621;597;3390;2004;1386;1446;683;763;205;70;135
"Schleicher County, Texas";2895;1436;1459;744;362;382;1584;790;794;567;284;283;49;29;20
"Scurry County, Texas";16866;9148;7718;4254;2192;2062;10064;5825;4239;2548;1131;1417;374;128;246
"Shackelford County, Texas";3253;1572;1681;748;372;376;1840;898;942;665;302;363;78;24;54
"Shelby County, Texas";25418;12637;12781;6560;3365;3195;14407;7224;7183;4451;2048;2403;474;175;299
"Sherman County, Texas";3079;1604;1475;869;456;413;1751;927;824;459;221;238;68;27;41
"Smith County, Texas";230221;111207;119014;56582;29026;27556;135629;65318;70311;38010;16863;21147;4739;1787;2952
"Somervell County, Texas";9016;4442;4574;2016;1003;1013;5295;2618;2677;1705;821;884;212;75;137
"Starr County, Texas";64525;31430;33095;21214;10510;10704;35998;17742;18256;7313;3178;4135;859;330;529
"Stephens County, Texas";9433;4990;4443;2040;1053;987;5529;3079;2450;1864;858;1006;242;88;154
"Sterling County, Texas";1311;668;643;373;193;180;749;393;356;189;82;107;37;10;27
"Stonewall County, Texas";1362;665;697;303;147;156;698;356;342;361;162;199;66;29;37
"Sutton County, Texas";3758;1920;1838;896;450;446;2172;1126;1046;690;344;346;101;39;62
"Swisher County, Texas";7462;3975;3487;1874;965;909;4269;2406;1863;1319;604;715;187;74;113
"Tarrant County, Texas";2084931;1020097;1064834;549063;279490;269573;1300681;637754;662927;235187;102853;132334;25637;8928;16709
"Taylor County, Texas";137640;67226;70414;33983;17254;16729;83872;41553;42319;19785;8419;11366;2762;934;1828
"Terrell County, Texas";823;421;402;163;84;79;416;220;196;244;117;127;41;16;25
"Terry County, Texas";12287;6417;5870;3379;1695;1684;7048;3896;3152;1860;826;1034;231;79;152
"Throckmorton County, Texas";1515;708;807;298;130;168;792;383;409;425;195;230;55;20;35
"Titus County, Texas";33033;16186;16847;9578;4805;4773;18740;9233;9507;4715;2148;2567;543;208;335
"Tom Green County, Texas";118189;58764;59425;28236;14326;13910;71686;36252;35434;18267;8186;10081;2390;907;1483
"Travis County, Texas";1248743;631266;617477;270726;138148;132578;854622;437310;417312;123395;55808;67587;13032;4633;8399
"Trinity County, Texas";14740;7105;7635;2954;1507;1447;7865;3707;4158;3921;1891;2030;387;160;227
"Tyler County, Texas";21696;11693;10003;4183;2106;2077;12667;7338;5329;4846;2249;2597;546;195;351
"Upshur County, Texas";41260;20387;20873;9817;5038;4779;23867;11850;12017;7576;3499;4077;777;286;491
"Upton County, Texas";3671;1881;1790;1083;557;526;2072;1070;1002;516;254;262;72;24;48
"Uvalde County, Texas";26846;13209;13637;7260;3673;3587;15068;7522;7546;4518;2014;2504;674;267;407
"Val Verde County, Texas";49208;25156;24052;14033;7158;6875;28174;14800;13374;7001;3198;3803;972;384;588
"Van Zandt County, Texas";56019;27363;28656;12922;6479;6443;31776;15649;16127;11321;5235;6086;1208;454;754
"Victoria County, Texas";92035;45094;46941;23330;11899;11431;53883;26645;27238;14822;6550;8272;1930;698;1232
"Walker County, Texas";72480;42184;30296;10927;5694;5233;51982;31873;20109;9571;4617;4954;1013;403;610
"Waller County, Texas";53126;26482;26644;12898;6585;6313;33946;16898;17048;6282;2999;3283;655;267;388
"Ward County, Texas";11720;5898;5822;3358;1683;1675;6726;3483;3243;1636;732;904;219;78;141
"Washington County, Texas";35108;17230;17878;7620;4002;3618;19876;9802;10074;7612;3426;4186;1246;431;815
"Webb County, Texas";275910;135563;140347;90830;46284;44546;158993;78009;80984;26087;11270;14817;3147;1128;2019
"Wharton County, Texas";41619;20500;21119;10750;5495;5255;23759;11804;11955;7110;3201;3909;933;337;596
"Wheeler County, Texas";5191;2613;2578;1301;706;595;2886;1430;1456;1004;477;527;110;42;68
"Wichita County, Texas";132064;68337;63727;29664;15046;14618;82964;44897;38067;19436;8394;11042;2705;900;1805
"Wilbarger County, Texas";12820;6348;6472;2849;1459;1390;7616;3835;3781;2355;1054;1301;316;103;213
"Willacy County, Texas";21515;11893;9622;5088;2590;2498;13412;7973;5439;3015;1330;1685;405;141;264
"Williamson County, Texas";566719;279077;287642;145276;74255;71021;352455;174308;178147;68988;30514;38474;6550;2310;4240
"Wilson County, Texas";50224;25175;25049;12048;6182;5866;30143;15126;15017;8033;3867;4166;924;371;553
"Winkler County, Texas";7720;3961;3759;2283;1144;1139;4488;2390;2098;949;427;522;104;40;64
"Wise County, Texas";68305;34159;34146;16919;8576;8343;41196;20727;20469;10190;4856;5334;876;337;539
"Wood County, Texas";45129;22386;22743;8672;4429;4243;24315;12275;12040;12142;5682;6460;1202;433;769
"Yoakum County, Texas";8591;4385;4206;2797;1423;1374;4777;2485;2292;1017;477;540;117;40;77
"Young County, Texas";18045;8937;9108;4331;2218;2113;10043;5055;4988;3671;1664;2007;473;160;313
"Zapata County, Texas";14190;7083;7107;4704;2506;2198;7643;3716;3927;1843;861;982;200;80;120
"Zavala County, Texas";11983;6061;5922;3506;1773;1733;6765;3524;3241;1712;764;948;224;89;135
"Beaver County, Utah";6580;3361;3219;2119;1092;1027;3513;1799;1714;948;470;478;78;44;34
"Box Elder County, Utah";54950;27852;27098;17430;9066;8364;30411;15358;15053;7109;3428;3681;772;353;419
"Cache County, Utah";127068;63667;63401;38511;19540;18971;76548;38443;38105;12009;5684;6325;1365;559;806
"Carbon County, Utah";20269;10065;10204;5227;2672;2555;11512;5737;5775;3530;1656;1874;387;145;242
"Daggett County, Utah";980;556;424;217;128;89;512;273;239;251;155;96;35;28;7
"Davis County, Utah";351713;177609;174104;112970;58637;54333;203426;102690;100736;35317;16282;19035;3856;1589;2267
"Duchesne County, Utah";19964;10103;9861;6720;3401;3319;10836;5524;5312;2408;1178;1230;274;107;167
"Emery County, Utah";10014;5110;4904;2878;1544;1334;5408;2728;2680;1728;838;890;181;70;111
"Garfield County, Utah";5080;2645;2435;1183;633;550;2722;1419;1303;1175;593;582;128;47;81
"Grand County, Utah";9764;4933;4831;2090;1069;1021;5857;2939;2918;1817;925;892;196;79;117
"Iron County, Utah";52775;26363;26412;15317;7800;7517;30758;15269;15489;6700;3294;3406;587;253;334
"Juab County, Utah";11555;5929;5626;3973;2124;1849;6185;3138;3047;1397;667;730;117;41;76
"Kane County, Utah";7709;3894;3815;1809;929;880;4104;2066;2038;1796;899;897;130;50;80
"Millard County, Utah";13006;6658;6348;3997;2062;1935;6777;3477;3300;2232;1119;1113;310;138;172
"Morgan County, Utah";12045;6224;5821;4258;2276;1982;6405;3270;3135;1382;678;704;112;56;56
"Piute County, Utah";1445;746;699;331;175;156;697;358;339;417;213;204;46;27;19
"Rich County, Utah";2464;1268;1196;716;373;343;1305;662;643;443;233;210;63;35;28
"Salt Lake County, Utah";1152633;578614;574019;312889;159743;153146;714587;362248;352339;125157;56623;68534;13656;5277;8379
"San Juan County, Utah";15449;7726;7723;4719;2414;2305;8543;4293;4250;2187;1019;1168;260;101;159
"Sanpete County, Utah";30623;16112;14511;7819;4030;3789;18531;9992;8539;4273;2090;2183;384;180;204
"Sevier County, Utah";21539;10945;10594;6338;3291;3047;11736;5981;5755;3465;1673;1792;361;164;197
"Summit County, Utah";41933;21461;20472;10253;5186;5067;26400;13547;12853;5280;2728;2552;312;133;179
